"TIME","GEO","SEX","CITIZEN","AGE","WSTATUS","UNIT","Value"
"2008","Italy","Males","Total","From 15 to 64 years","Active persons","Thousand","14,313.0"
"2008","Italy","Males","Total","From 15 to 64 years","Employed persons","Thousand","13,513.0"
"2008","Italy","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","800.0"
"2008","Italy","Males","Total","From 15 to 64 years","Inactive persons","Thousand","4,951.1"
"2008","Italy","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Italy","Females","Total","From 15 to 64 years","Population","Thousand","19,449.0"
"2008","Italy","Females","Total","From 15 to 64 years","Active persons","Thousand","10,043.5"
"2008","Italy","Females","Total","From 15 to 64 years","Employed persons","Thousand","9,185.6"
"2008","Italy","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","857.9"
"2008","Italy","Females","Total","From 15 to 64 years","Inactive persons","Thousand","9,405.4"
"2008","Italy","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Cyprus","Total","Total","From 15 to 64 years","Population","Thousand","523.8"
"2008","Cyprus","Total","Total","From 15 to 64 years","Active persons","Thousand","385.7"
"2008","Cyprus","Total","Total","From 15 to 64 years","Employed persons","Thousand","371.1"
"2008","Cyprus","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","14.5"
"2008","Cyprus","Total","Total","From 15 to 64 years","Inactive persons","Thousand","138.1"
"2008","Cyprus","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Cyprus","Males","Total","From 15 to 64 years","Population","Thousand","256.0"
"2008","Cyprus","Males","Total","From 15 to 64 years","Active persons","Thousand","209.8"
"2008","Cyprus","Males","Total","From 15 to 64 years","Employed persons","Thousand","202.8"
"2008","Cyprus","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","7.0"
"2008","Cyprus","Males","Total","From 15 to 64 years","Inactive persons","Thousand","46.2"
"2008","Cyprus","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Cyprus","Females","Total","From 15 to 64 years","Population","Thousand","267.8"
"2008","Cyprus","Females","Total","From 15 to 64 years","Active persons","Thousand","175.9"
"2008","Cyprus","Females","Total","From 15 to 64 years","Employed persons","Thousand","168.3"
"2008","Cyprus","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","7.6"
"2008","Cyprus","Females","Total","From 15 to 64 years","Inactive persons","Thousand","91.9"
"2008","Cyprus","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Latvia","Total","Total","From 15 to 64 years","Population","Thousand","1,479.1"
"2008","Latvia","Total","Total","From 15 to 64 years","Active persons","Thousand","1,096.9"
"2008","Latvia","Total","Total","From 15 to 64 years","Employed persons","Thousand","1,008.8"
"2008","Latvia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","88.1"
"2008","Latvia","Total","Total","From 15 to 64 years","Inactive persons","Thousand","382.2"
"2008","Latvia","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Latvia","Males","Total","From 15 to 64 years","Population","Thousand","710.4"
"2008","Latvia","Males","Total","From 15 to 64 years","Active persons","Thousand","556.2"
"2008","Latvia","Males","Total","From 15 to 64 years","Employed persons","Thousand","507.6"
"2008","Latvia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","48.5"
"2008","Latvia","Males","Total","From 15 to 64 years","Inactive persons","Thousand","154.3"
"2008","Latvia","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Latvia","Females","Total","From 15 to 64 years","Population","Thousand","768.7"
"2008","Latvia","Females","Total","From 15 to 64 years","Active persons","Thousand","540.7"
"2008","Latvia","Females","Total","From 15 to 64 years","Employed persons","Thousand","501.2"
"2008","Latvia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","39.6"
"2008","Latvia","Females","Total","From 15 to 64 years","Inactive persons","Thousand","228.0"
"2008","Latvia","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Lithuania","Total","Total","From 15 to 64 years","Population","Thousand","2,169.1"
"2008","Lithuania","Total","Total","From 15 to 64 years","Active persons","Thousand","1,484.3"
"2008","Lithuania","Total","Total","From 15 to 64 years","Employed persons","Thousand","1,396.9"
"2008","Lithuania","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","87.4"
"2008","Lithuania","Total","Total","From 15 to 64 years","Inactive persons","Thousand","684.8"
"2008","Lithuania","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Lithuania","Males","Total","From 15 to 64 years","Population","Thousand","1,045.6"
"2008","Lithuania","Males","Total","From 15 to 64 years","Active persons","Thousand","748.4"
"2008","Lithuania","Males","Total","From 15 to 64 years","Employed persons","Thousand","702.8"
"2008","Lithuania","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","45.6"
"2008","Lithuania","Males","Total","From 15 to 64 years","Inactive persons","Thousand","297.2"
"2008","Lithuania","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Lithuania","Females","Total","From 15 to 64 years","Population","Thousand","1,123.5"
"2008","Lithuania","Females","Total","From 15 to 64 years","Active persons","Thousand","735.8"
"2008","Lithuania","Females","Total","From 15 to 64 years","Employed persons","Thousand","694.1"
"2008","Lithuania","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","41.8"
"2008","Lithuania","Females","Total","From 15 to 64 years","Inactive persons","Thousand","387.6"
"2008","Lithuania","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Luxembourg","Total","Total","From 15 to 64 years","Population","Thousand","318.2"
"2008","Luxembourg","Total","Total","From 15 to 64 years","Active persons","Thousand","212.6"
"2008","Luxembourg","Total","Total","From 15 to 64 years","Employed persons","Thousand","201.8"
"2008","Luxembourg","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","10.8"
"2008","Luxembourg","Total","Total","From 15 to 64 years","Inactive persons","Thousand","105.7"
"2008","Luxembourg","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Luxembourg","Males","Total","From 15 to 64 years","Population","Thousand","161.2"
"2008","Luxembourg","Males","Total","From 15 to 64 years","Active persons","Thousand","120.4"
"2008","Luxembourg","Males","Total","From 15 to 64 years","Employed persons","Thousand","115.3"
"2008","Luxembourg","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","5.2"
"2008","Luxembourg","Males","Total","From 15 to 64 years","Inactive persons","Thousand","40.8"
"2008","Luxembourg","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Luxembourg","Females","Total","From 15 to 64 years","Population","Thousand","157.0"
"2008","Luxembourg","Females","Total","From 15 to 64 years","Active persons","Thousand","92.1"
"2008","Luxembourg","Females","Total","From 15 to 64 years","Employed persons","Thousand","86.6"
"2008","Luxembourg","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","5.6"
"2008","Luxembourg","Females","Total","From 15 to 64 years","Inactive persons","Thousand","64.9"
"2008","Luxembourg","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Hungary","Total","Total","From 15 to 64 years","Population","Thousand","6,771.6"
"2008","Hungary","Total","Total","From 15 to 64 years","Active persons","Thousand","4,144.0"
"2008","Hungary","Total","Total","From 15 to 64 years","Employed persons","Thousand","3,818.0"
"2008","Hungary","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","325.9"
"2008","Hungary","Total","Total","From 15 to 64 years","Inactive persons","Thousand","2,627.7"
"2008","Hungary","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Hungary","Males","Total","From 15 to 64 years","Population","Thousand","3,309.6"
"2008","Hungary","Males","Total","From 15 to 64 years","Active persons","Thousand","2,249.4"
"2008","Hungary","Males","Total","From 15 to 64 years","Employed persons","Thousand","2,075.9"
"2008","Hungary","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","173.6"
"2008","Hungary","Males","Total","From 15 to 64 years","Inactive persons","Thousand","1,060.1"
"2008","Hungary","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Hungary","Females","Total","From 15 to 64 years","Population","Thousand","3,462.1"
"2008","Hungary","Females","Total","From 15 to 64 years","Active persons","Thousand","1,894.5"
"2008","Hungary","Females","Total","From 15 to 64 years","Employed persons","Thousand","1,742.2"
"2008","Hungary","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","152.4"
"2008","Hungary","Females","Total","From 15 to 64 years","Inactive persons","Thousand","1,567.5"
"2008","Hungary","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Malta","Total","Total","From 15 to 64 years","Population","Thousand","284.0"
"2008","Malta","Total","Total","From 15 to 64 years","Active persons","Thousand","167.8"
"2008","Malta","Total","Total","From 15 to 64 years","Employed persons","Thousand","157.7"
"2008","Malta","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","10.1"
"2008","Malta","Total","Total","From 15 to 64 years","Inactive persons","Thousand","116.2"
"2008","Malta","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Malta","Males","Total","From 15 to 64 years","Population","Thousand","144.0"
"2008","Malta","Males","Total","From 15 to 64 years","Active persons","Thousand","111.2"
"2008","Malta","Males","Total","From 15 to 64 years","Employed persons","Thousand","105.0"
"2008","Malta","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","6.2"
"2008","Malta","Males","Total","From 15 to 64 years","Inactive persons","Thousand","32.9"
"2008","Malta","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Malta","Females","Total","From 15 to 64 years","Population","Thousand","139.9"
"2008","Malta","Females","Total","From 15 to 64 years","Active persons","Thousand","56.6"
"2008","Malta","Females","Total","From 15 to 64 years","Employed persons","Thousand","52.7"
"2008","Malta","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","3.8"
"2008","Malta","Females","Total","From 15 to 64 years","Inactive persons","Thousand","83.4"
"2008","Malta","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Netherlands","Total","Total","From 15 to 64 years","Population","Thousand","10,970.1"
"2008","Netherlands","Total","Total","From 15 to 64 years","Active persons","Thousand","8,704.2"
"2008","Netherlands","Total","Total","From 15 to 64 years","Employed persons","Thousand","8,467.6"
"2008","Netherlands","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","236.6"
"2008","Netherlands","Total","Total","From 15 to 64 years","Inactive persons","Thousand","2,265.9"
"2008","Netherlands","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Netherlands","Males","Total","From 15 to 64 years","Population","Thousand","5,515.8"
"2008","Netherlands","Males","Total","From 15 to 64 years","Active persons","Thousand","4,704.8"
"2008","Netherlands","Males","Total","From 15 to 64 years","Employed persons","Thousand","4,587.6"
"2008","Netherlands","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","117.2"
"2008","Netherlands","Males","Total","From 15 to 64 years","Inactive persons","Thousand","811.0"
"2008","Netherlands","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Netherlands","Females","Total","From 15 to 64 years","Population","Thousand","5,454.3"
"2008","Netherlands","Females","Total","From 15 to 64 years","Active persons","Thousand","3,999.4"
"2008","Netherlands","Females","Total","From 15 to 64 years","Employed persons","Thousand","3,880.0"
"2008","Netherlands","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","119.4"
"2008","Netherlands","Females","Total","From 15 to 64 years","Inactive persons","Thousand","1,454.9"
"2008","Netherlands","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2008","Austria","Total","Total","From 15 to 64 years","Population","Thousand","5,549.3"
"2008","Austria","Total","Total","From 15 to 64 years","Active persons","Thousand","4,100.5"
"2008","Austria","Total","Total","From 15 to 64 years","Employed persons","Thousand","3,928.7"
"2008","Austria","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","171.8"
